id,ever_married,work_type,Residence_type
34133,No,Private,Rural
44202,Yes,Private,Urban
72311,No,Private,Urban
18704,Yes,Private,Rural
36518,Yes,Private,Urban
35651,No,children,Urban
13749,Yes,Private,Rural
21521,Yes,Private,Urban
27163,Yes,Private,Urban
8882,No,Govt_job,Rural
32016,Yes,Private,Rural
14287,Yes,Private,Urban
60139,Yes,Self-employed,Rural
2447,Yes,Private,Urban
42500,No,children,Rural
44391,Yes,Private,Urban
12741,Yes,Private,Rural
15418,Yes,Self-employed,Rural
69482,Yes,Govt_job,Urban
32270,Yes,Private,Rural
50983,Yes,Private,Rural
6493,No,Private,Urban
45399,Yes,Private,Urban
67099,No,children,Rural
19585,No,Private,Rural
26247,Yes,Private,Rural
25818,Yes,Govt_job,Rural
34261,No,children,Rural
64128,No,children,Urban
62817,Yes,Private,Urban
69339,No,children,Urban
25919,Yes,Self-employed,Urban
71978,Yes,Private,Urban
1473,Yes,Private,Urban
66546,No,Private,Urban
56584,No,Private,Rural
38316,Yes,Private,Rural
15647,No,Private,Rural
59933,No,Private,Rural
3429,No,Govt_job,Urban
60963,Yes,Private,Rural
67689,Yes,Self-employed,Rural
31689,Yes,Private,Rural
23240,Yes,Private,Rural
30850,Yes,Private,Urban
38920,No,children,Urban
66080,No,Private,Urban
57263,Yes,Private,Urban
60126,Yes,Private,Urban
64393,No,Self-employed,Rural
69285,Yes,Private,Urban
24428,No,children,Rural
59642,Yes,Private,Urban
12064,Yes,Private,Rural
59737,Yes,Private,Urban
19352,Yes,Private,Urban
61903,No,Govt_job,Rural
47701,No,children,Urban
15225,No,Private,Rural
66431,Yes,Private,Urban
57236,No,children,Rural
48453,Yes,Private,Urban
8031,Yes,Self-employed,Rural
39139,Yes,Private,Rural
4838,Yes,Govt_job,Urban
22689,No,children,Rural
37752,Yes,Private,Rural
32320,Yes,Self-employed,Urban
14889,Yes,Govt_job,Rural
13964,Yes,Private,Rural
31746,Yes,Private,Rural
17492,No,children,Urban
1499,Yes,Govt_job,Rural
34396,Yes,Private,Urban
36750,Yes,Private,Rural
68816,Yes,Private,Rural
16129,Yes,Self-employed,Urban
64006,No,Private,Urban
51845,Yes,Govt_job,Rural
30692,Yes,Private,Rural
65712,No,Private,Urban
42161,Yes,Private,Urban
16938,Yes,Self-employed,Rural
16113,Yes,Govt_job,Rural
29388,Yes,Private,Urban
65109,Yes,Private,Urban
61242,Yes,Govt_job,Rural
65252,Yes,Govt_job,Rural
49615,No,children,Urban
63511,No,children,Rural
14089,Yes,Private,Urban
16987,No,children,Urban
53399,Yes,Private,Rural
36946,Yes,Private,Rural
55522,No,children,Rural
27954,No,Private,Urban
5355,Yes,Govt_job,Rural
69069,No,Private,Rural
11539,No,Private,Urban
16847,No,Private,Rural
15873,Yes,Private,Rural
15415,Yes,Private,Urban
22891,Yes,Self-employed,Urban
7394,No,Private,Rural
29915,No,Private,Rural
62607,No,Private,Urban
24404,No,children,Urban
69666,Yes,Self-employed,Urban
54997,Yes,Self-employed,Rural
6199,Yes,Govt_job,Rural
4635,Yes,Private,Rural
3305,Yes,Private,Urban
24342,No,Private,Rural
65093,Yes,Self-employed,Urban
46261,Yes,Private,Urban
42624,Yes,Private,Urban
24735,No,Private,Rural
50671,Yes,Self-employed,Rural
1679,Yes,Private,Rural
66680,Yes,Private,Rural
34248,No,Private,Urban
65336,Yes,Private,Urban
68333,No,Private,Rural
60210,No,Private,Urban
11573,No,Private,Rural
67890,Yes,Private,Urban
49254,Yes,Private,Urban
9199,No,Self-employed,Urban
35402,No,Private,Urban
25996,Yes,Private,Urban
8345,Yes,Private,Rural
63219,No,children,Urban
8770,No,Self-employed,Urban
22370,No,Govt_job,Urban
25930,Yes,Private,Urban
33478,No,Private,Rural
23009,Yes,Private,Urban
24885,Yes,Self-employed,Urban
58591,No,Private,Rural
44777,Yes,Private,Rural
46363,Yes,Private,Rural
36377,Yes,Private,Rural
15440,Yes,Private,Rural
56420,No,Private,Rural
39531,Yes,Private,Rural
55220,Yes,Private,Urban
30731,No,Self-employed,Urban
14479,Yes,Private,Urban
40471,No,Private,Urban
7384,No,Self-employed,Rural
53422,Yes,Private,Rural
59745,Yes,Private,Urban
24721,No,Private,Urban
9644,Yes,Private,Urban
50837,Yes,Self-employed,Rural
67941,No,Self-employed,Rural
43590,Yes,Private,Rural
29014,Yes,Private,Rural
66051,Yes,Self-employed,Rural
70783,Yes,Private,Urban
10716,Yes,Private,Rural
7868,No,children,Rural
58350,No,Govt_job,Rural
18927,No,children,Urban
19550,Yes,Private,Urban
31372,Yes,Private,Rural
55262,Yes,Private,Rural
50238,No,children,Urban
2868,Yes,Govt_job,Rural
51343,No,children,Rural
56324,Yes,Self-employed,Rural
42047,Yes,Self-employed,Urban
36486,No,children,Urban
62456,Yes,Self-employed,Urban
64980,Yes,Govt_job,Urban
65962,Yes,Private,Urban
47521,Yes,Govt_job,Urban
41501,Yes,Govt_job,Urban
47582,No,children,Urban
63938,Yes,Self-employed,Urban
49627,No,children,Urban
61291,Yes,Private,Rural
53032,Yes,Private,Rural
45040,Yes,Private,Urban
56791,No,children,Urban
37320,Yes,Private,Rural
72514,No,Private,Rural
3842,Yes,Private,Rural
38143,Yes,Private,Urban
54296,Yes,Self-employed,Rural
48435,No,children,Rural
42212,Yes,Private,Urban
47607,No,children,Rural
16535,No,Private,Rural
66677,Yes,Private,Rural
57270,Yes,Private,Rural
22414,No,Private,Rural
63401,Yes,Self-employed,Rural
32252,No,Private,Rural
17950,Yes,Private,Urban
53990,Yes,Private,Urban
20565,No,children,Rural
59993,Yes,Private,Rural
42830,Yes,Private,Urban
34721,Yes,Govt_job,Urban
5157,Yes,Self-employed,Urban
48851,No,children,Rural
26084,Yes,Self-employed,Urban
23413,No,Private,Urban
49970,No,children,Rural
72414,No,Private,Urban
21374,Yes,Private,Urban
69623,Yes,Private,Urban
40378,Yes,Self-employed,Urban
4671,No,Private,Urban
17295,Yes,Self-employed,Urban
55466,Yes,Private,Urban
65419,Yes,Govt_job,Rural
34448,Yes,Self-employed,Urban
14406,Yes,Self-employed,Rural
924,Yes,Govt_job,Urban
71339,Yes,Govt_job,Urban
31443,Yes,Govt_job,Urban
49672,Yes,Govt_job,Rural
394,Yes,Self-employed,Rural
63362,Yes,Private,Urban
59928,Yes,Self-employed,Rural
62289,Yes,Private,Urban
59464,No,Private,Rural
18680,Yes,Self-employed,Urban
19439,Yes,Private,Rural
27017,No,Private,Urban
8277,No,children,Urban
14099,Yes,Govt_job,Urban
37128,Yes,Private,Rural
57774,Yes,Private,Rural
64033,No,Private,Urban
72701,No,children,Rural
59130,No,Private,Rural
48472,Yes,Private,Rural
67956,Yes,Private,Urban
35602,Yes,Govt_job,Rural
13818,Yes,Private,Rural
34661,Yes,Private,Urban
64895,Yes,Self-employed,Rural
21969,No,children,Urban
38320,Yes,Private,Rural
42040,Yes,Govt_job,Urban
31857,Yes,Self-employed,Rural
64494,Yes,Private,Urban
34764,Yes,Private,Rural
20673,Yes,Private,Rural
64817,Yes,Self-employed,Rural
72450,Yes,Private,Rural
13988,Yes,Private,Rural
54985,No,children,Urban
6049,No,children,Rural
13380,No,children,Urban
64371,Yes,Self-employed,Rural
50295,Yes,Private,Urban
14404,No,children,Urban
58645,Yes,Private,Rural
19419,No,children,Rural
24518,No,Private,Rural
53494,No,children,Rural
42599,Yes,Private,Urban
68370,Yes,Private,Urban
57813,Yes,Private,Urban
1329,No,Govt_job,Rural
15255,No,Private,Rural
65680,Yes,Self-employed,Urban
32974,Yes,Govt_job,Urban
5863,Yes,Private,Urban
10584,No,children,Urban
38675,No,Private,Urban
47600,Yes,Private,Urban
48246,Yes,Private,Urban
61743,No,Govt_job,Urban
3879,No,Private,Urban
58086,Yes,Private,Urban
53957,Yes,Self-employed,Urban
40137,Yes,Self-employed,Rural
70500,No,Private,Rural
35085,No,children,Rural
43872,Yes,Private,Rural
62951,Yes,Private,Rural
43244,Yes,Private,Rural
31198,Yes,Self-employed,Rural
23223,Yes,Private,Rural
38474,Yes,Govt_job,Urban
4591,Yes,Self-employed,Rural
1451,No,Private,Urban
37150,Yes,Private,Rural
65632,Yes,Private,Rural
62834,Yes,Private,Urban
21826,Yes,Self-employed,Rural
21036,Yes,Private,Urban
55566,Yes,Private,Rural
46923,Yes,Private,Rural
63990,Yes,Self-employed,Rural
2265,Yes,Private,Rural
2860,Yes,Private,Rural
15964,Yes,Private,Rural
46483,No,Private,Urban
33284,No,Private,Rural
61895,Yes,Private,Rural
48875,No,children,Rural
36589,Yes,Self-employed,Urban
28651,Yes,Private,Urban
45033,Yes,Govt_job,Urban
32166,Yes,Private,Urban
34188,Yes,Govt_job,Urban
58359,Yes,Private,Urban
59347,Yes,Private,Urban
12849,Yes,Private,Urban
6104,No,children,Rural
29694,Yes,Private,Rural
30806,Yes,Self-employed,Urban
20316,Yes,Govt_job,Rural
58253,No,children,Urban
57679,No,children,Urban
39956,No,Private,Rural
7683,Yes,Self-employed,Rural
9197,No,children,Urban
58543,Yes,Govt_job,Urban
6968,No,children,Rural
35838,No,children,Urban
57549,Yes,Self-employed,Urban
59200,No,Private,Urban
24289,Yes,Private,Urban
6206,Yes,Self-employed,Rural
28227,Yes,Private,Urban
35229,Yes,Govt_job,Urban
23176,Yes,Private,Urban
3045,Yes,Private,Urban
22386,Yes,Private,Urban
1077,Yes,Govt_job,Rural
57903,Yes,Self-employed,Rural
22108,No,Private,Rural
55982,Yes,Self-employed,Urban
55465,Yes,Private,Rural
29258,No,Private,Urban
38432,Yes,Private,Urban
49666,Yes,Self-employed,Urban
59904,No,children,Urban
32365,Yes,Private,Rural
15351,Yes,Private,Rural
61000,No,Private,Urban
77,No,children,Rural
17466,No,Govt_job,Rural
57569,Yes,Private,Rural
9026,Yes,Self-employed,Urban
54590,No,Private,Rural
54301,Yes,Private,Rural
170,Yes,Govt_job,Rural
52554,No,Private,Rural
10649,Yes,Private,Urban
28258,Yes,Self-employed,Urban
22269,Yes,Govt_job,Urban
12557,No,Self-employed,Urban
2846,Yes,Private,Rural
61219,No,Never_worked,Urban
65321,No,children,Rural
23946,No,children,Rural
56312,No,Private,Rural
20256,Yes,Private,Urban
26993,Yes,Private,Rural
58599,Yes,Private,Rural
27849,No,children,Urban
33367,No,Private,Rural
61764,Yes,Private,Rural
13620,Yes,Self-employed,Urban
39308,Yes,Private,Urban
1275,No,children,Urban
34336,Yes,Govt_job,Rural
1505,Yes,Self-employed,Rural
31887,Yes,Private,Urban
60258,Yes,Self-employed,Rural
63450,Yes,Self-employed,Rural
35178,No,children,Urban
3099,No,Private,Urban
43903,Yes,Self-employed,Rural
9013,Yes,Private,Rural
60158,No,Private,Rural
15579,Yes,Self-employed,Rural
8563,No,children,Rural
61573,No,Private,Rural
43827,Yes,Private,Urban
43090,Yes,Self-employed,Rural
46068,No,Self-employed,Rural
12469,Yes,Private,Urban
58820,Yes,Private,Rural
31893,Yes,Private,Rural
45259,Yes,Private,Rural
63779,No,Private,Rural
71250,Yes,Private,Rural
55051,Yes,Private,Rural
2520,Yes,Private,Rural
3715,Yes,Private,Rural
21206,No,Private,Rural
60159,No,Govt_job,Rural
3113,No,Private,Rural
62126,No,Private,Rural
51275,No,children,Urban
3115,No,children,Urban
9986,Yes,Private,Urban
35974,No,Private,Rural
46488,Yes,Private,Rural
54172,Yes,Private,Urban
21804,No,Private,Urban
50402,Yes,Private,Urban
36317,Yes,Private,Rural
44676,No,children,Urban
3724,Yes,Govt_job,Urban
69668,Yes,Self-employed,Rural
59274,Yes,Govt_job,Rural
29676,No,Private,Urban
37655,Yes,Private,Rural
16980,No,Private,Rural
40213,No,Private,Rural
47831,No,Private,Urban
40977,Yes,Private,Rural
39129,Yes,Govt_job,Rural
40837,Yes,Govt_job,Urban
59000,Yes,Govt_job,Urban
44510,Yes,Private,Rural
3793,No,Private,Urban
32215,No,Private,Urban
35296,Yes,Private,Rural
69502,Yes,Private,Urban
67620,Yes,Govt_job,Rural
27664,Yes,Private,Urban
49555,Yes,Govt_job,Urban
16812,Yes,Self-employed,Rural
63665,Yes,Private,Urban
68141,Yes,Private,Rural
33674,Yes,Private,Urban
30432,Yes,Self-employed,Urban
10886,No,children,Rural
62629,Yes,Private,Urban
67758,No,children,Urban
41244,No,children,Urban
50309,No,Govt_job,Rural
6480,No,Govt_job,Urban
27007,No,Self-employed,Urban
63912,Yes,Govt_job,Rural
37483,Yes,Private,Urban
29855,No,children,Urban
22136,No,Self-employed,Urban
66637,Yes,Govt_job,Urban
2244,Yes,Private,Urban
22259,No,children,Rural
19088,No,children,Urban
61010,Yes,Private,Urban
49574,Yes,Private,Rural
12336,Yes,Self-employed,Urban
3668,Yes,Govt_job,Urban
6034,Yes,Self-employed,Rural
61418,No,children,Rural
68725,Yes,Private,Urban
464,Yes,Private,Rural
42225,Yes,Self-employed,Urban
51254,No,Private,Urban
59164,No,Private,Urban
70429,Yes,Private,Urban
54253,No,children,Urban
47937,Yes,Self-employed,Rural
66882,No,Govt_job,Urban
7411,Yes,Private,Urban
39593,Yes,Private,Urban
6239,No,Private,Rural
35378,No,Private,Urban
54012,No,children,Urban
69835,Yes,Private,Rural
44591,Yes,Private,Urban
4709,Yes,Private,Rural
20393,Yes,Private,Urban
27626,No,Govt_job,Rural
45864,No,Private,Rural
68685,Yes,Govt_job,Urban
28711,No,Private,Urban
44962,Yes,Govt_job,Urban
7892,Yes,Private,Urban
11744,Yes,Self-employed,Urban
12279,Yes,Private,Urban
20740,Yes,Self-employed,Rural
58257,No,children,Urban
36547,No,children,Rural
559,Yes,Private,Urban
13728,No,children,Rural
4400,Yes,Private,Urban
68524,Yes,Private,Urban
24096,Yes,Self-employed,Urban
65643,No,children,Urban
30186,No,children,Urban
11904,No,children,Rural
20257,No,children,Urban
2822,Yes,Private,Rural
18072,Yes,Govt_job,Urban
34896,No,Private,Rural
53328,No,Private,Rural
28303,Yes,Self-employed,Rural
44325,Yes,Self-employed,Rural
8579,No,children,Rural
29229,Yes,Private,Urban
48406,No,children,Urban
3761,Yes,Self-employed,Rural
65324,Yes,Govt_job,Rural
7658,Yes,Govt_job,Rural
35997,Yes,Self-employed,Urban
34383,Yes,Private,Urban
8646,Yes,Private,Rural
46653,Yes,Private,Rural
1099,No,children,Rural
61676,Yes,Self-employed,Urban
38131,Yes,Self-employed,Rural
61848,Yes,Private,Urban
56228,Yes,Self-employed,Urban
4949,Yes,Private,Rural
46688,No,Private,Urban
30491,Yes,Private,Urban
43478,Yes,Private,Urban
25443,No,Private,Urban
52519,Yes,Private,Rural
24361,Yes,Private,Urban
29514,Yes,Private,Rural
35893,No,Private,Urban
58568,Yes,Private,Rural
63303,No,Private,Urban
70625,No,Private,Urban
54807,Yes,Private,Rural
18820,No,Private,Rural
64029,Yes,Private,Urban
72703,Yes,Private,Urban
11394,Yes,Private,Rural
12298,No,Self-employed,Urban
70845,Yes,Private,Rural
44494,Yes,Private,Rural
30953,Yes,Private,Rural
47861,Yes,Private,Urban
13465,No,Private,Rural
62454,No,children,Urban
52593,Yes,Private,Urban
91,No,Private,Urban
22056,Yes,Private,Urban
45469,No,children,Rural
41284,No,children,Rural
20112,Yes,Private,Urban
45627,Yes,Private,Rural
4174,Yes,Private,Urban
31660,No,Private,Rural
36196,No,Private,Rural
19769,Yes,Self-employed,Rural
8341,No,children,Rural
42172,Yes,Self-employed,Rural
14372,Yes,Self-employed,Urban
61252,Yes,Private,Rural
15251,No,children,Urban
67800,No,children,Rural
10416,Yes,Private,Urban
19504,Yes,Private,Rural
7476,No,Govt_job,Rural
55526,Yes,Govt_job,Urban
452,Yes,Private,Urban
55790,Yes,Private,Urban
38541,Yes,Private,Urban
23748,Yes,Private,Urban
18790,No,Private,Urban
45751,Yes,Self-employed,Rural
72369,No,children,Rural
7171,Yes,Govt_job,Urban
52826,Yes,Private,Rural
42556,Yes,Private,Urban
507,Yes,Private,Rural
56746,Yes,Private,Urban
54072,No,children,Urban
49760,Yes,Private,Rural
61821,Yes,Private,Rural
65481,Yes,Private,Urban
6174,No,Private,Urban
68224,Yes,Private,Rural
61559,No,children,Urban
65564,Yes,Private,Urban
18890,Yes,Private,Rural
58936,Yes,Private,Rural
67667,Yes,Self-employed,Rural
68138,Yes,Private,Urban
50363,Yes,Private,Rural
4740,No,Private,Urban
39683,No,Private,Rural
49903,No,Private,Urban
63457,No,Self-employed,Urban
18595,Yes,Private,Urban
64912,Yes,Self-employed,Rural
68382,No,children,Urban
69510,Yes,Private,Rural
29872,Yes,Private,Urban
1924,Yes,Private,Rural
67243,Yes,Private,Urban
3494,Yes,Private,Rural
37307,Yes,Private,Urban
41175,No,Govt_job,Urban
48303,Yes,Private,Rural
31473,No,children,Rural
31402,Yes,Self-employed,Rural
18996,No,children,Urban
2573,Yes,Govt_job,Rural
60683,Yes,Govt_job,Urban
70537,No,children,Rural
63193,Yes,Private,Rural
12228,No,children,Rural
58107,Yes,Private,Rural
28647,Yes,Private,Urban
57086,Yes,Private,Urban
5505,Yes,Private,Urban
44112,Yes,Self-employed,Urban
56645,Yes,Govt_job,Rural
16652,Yes,Self-employed,Urban
32445,Yes,Self-employed,Urban
18752,Yes,Private,Rural
35152,No,children,Urban
70081,Yes,Self-employed,Rural
72340,No,Private,Urban
67112,Yes,Private,Rural
42323,Yes,Govt_job,Rural
35022,Yes,Private,Urban
21625,Yes,Private,Urban
49972,Yes,Self-employed,Rural
44142,No,Private,Rural
364,Yes,Private,Urban
59669,Yes,Private,Rural
69900,Yes,Govt_job,Urban
12753,Yes,Private,Urban
10273,Yes,Private,Rural
30824,No,children,Rural
587,No,children,Rural
55856,Yes,Private,Rural
47196,Yes,Private,Rural
67724,Yes,Private,Rural
23488,Yes,Self-employed,Urban
2849,Yes,Private,Urban
12134,Yes,Govt_job,Rural
24058,Yes,Govt_job,Rural
15117,No,Private,Rural
72915,Yes,Private,Urban
61836,No,children,Urban
13116,Yes,Private,Urban
48146,Yes,Private,Rural
72819,Yes,Self-employed,Urban
20070,No,Private,Urban
8778,Yes,Self-employed,Rural
13764,Yes,Private,Urban
2005,Yes,Self-employed,Urban
8616,Yes,Private,Rural
51524,Yes,Private,Rural
50541,Yes,Govt_job,Urban
21971,Yes,Govt_job,Rural
32183,Yes,Private,Rural
30145,Yes,Private,Rural
30482,No,Private,Rural
30790,Yes,Govt_job,Urban
63337,Yes,Private,Rural
66264,Yes,Govt_job,Urban
641,Yes,Govt_job,Rural
42412,No,Private,Urban
65693,Yes,Govt_job,Rural
3746,Yes,Private,Urban
71304,No,children,Urban
34935,No,Govt_job,Urban
29173,Yes,Govt_job,Urban
26474,Yes,Govt_job,Urban
56857,Yes,Govt_job,Urban
13529,Yes,Govt_job,Rural
61979,Yes,Govt_job,Urban
70886,No,children,Rural
27693,No,children,Urban
59762,Yes,Private,Urban
57308,No,Private,Urban
3701,No,children,Urban
61339,Yes,Self-employed,Urban
24965,No,Govt_job,Rural
33952,Yes,Private,Urban
39042,No,children,Urban
43039,Yes,Private,Rural
59915,No,Private,Urban
4727,Yes,Govt_job,Rural
16481,No,Govt_job,Rural
15018,No,Govt_job,Urban
49702,Yes,Self-employed,Rural
48017,Yes,Private,Urban
15313,Yes,Govt_job,Urban
22231,Yes,Private,Urban
45461,Yes,Private,Urban
30678,Yes,Private,Urban
57904,No,Private,Urban
67483,Yes,Private,Urban
5646,No,children,Rural
67911,No,Self-employed,Rural
16856,Yes,Private,Rural
37972,Yes,Private,Rural
62414,Yes,Self-employed,Urban
50485,Yes,Private,Rural
47405,No,children,Rural
70928,Yes,Govt_job,Urban
4679,Yes,Private,Rural
15070,Yes,Private,Rural
25625,No,Private,Rural
35123,No,children,Urban
20165,Yes,Private,Urban
41730,No,Govt_job,Rural
38761,Yes,Private,Urban
4797,Yes,Private,Urban
19199,Yes,Private,Rural
30402,Yes,Private,Urban
25088,No,Private,Rural
54756,Yes,Private,Rural
19590,Yes,Govt_job,Urban
23332,Yes,Private,Rural
16971,No,Private,Urban
11727,Yes,Self-employed,Urban
60255,No,Private,Rural
38796,Yes,Private,Urban
46498,Yes,Private,Urban
41042,No,children,Urban
35069,No,Govt_job,Urban
61103,Yes,Self-employed,Urban
25095,Yes,Govt_job,Urban
55607,Yes,Private,Urban
63029,Yes,Private,Rural
2919,No,Private,Rural
60003,Yes,Govt_job,Rural
46256,No,Private,Urban
23659,No,children,Urban
2952,Yes,Private,Rural
49229,No,Govt_job,Rural
2457,Yes,Self-employed,Rural
23508,No,Never_worked,Rural
28364,Yes,Private,Urban
31360,No,Private,Urban
19335,Yes,Self-employed,Rural
40390,No,children,Rural
63936,No,Private,Urban
24832,Yes,Self-employed,Urban
25219,No,Private,Urban
42393,No,children,Rural
17951,No,Self-employed,Rural
17443,Yes,Private,Urban
52242,Yes,Govt_job,Rural
45931,No,children,Urban
7828,Yes,Self-employed,Urban
21547,Yes,Govt_job,Urban
42305,No,Private,Rural
9442,Yes,Self-employed,Rural
57047,Yes,Private,Urban
2538,No,children,Rural
28461,No,Never_worked,Rural
16433,Yes,Private,Rural
50681,Yes,Private,Rural
71327,No,Private,Rural
46699,No,Private,Rural
25248,No,Private,Rural
35315,Yes,Self-employed,Urban
63144,No,Govt_job,Urban
21517,Yes,Private,Urban
29789,Yes,Private,Rural
52207,Yes,Self-employed,Urban
19209,Yes,Govt_job,Rural
42041,Yes,Private,Rural
58153,No,Private,Urban
27717,Yes,Self-employed,Urban
35106,No,children,Urban
47730,No,Private,Urban
20657,Yes,Private,Urban
63411,Yes,Private,Rural
18671,Yes,Govt_job,Rural
3843,No,Private,Urban
1225,Yes,Private,Urban
40264,No,Private,Rural
72451,Yes,Private,Rural
20292,Yes,Private,Urban
31201,No,Self-employed,Urban
59359,Yes,Self-employed,Urban
57985,Yes,Private,Urban
2885,Yes,Private,Rural
59743,Yes,Self-employed,Rural
11544,Yes,Private,Urban
11969,Yes,Self-employed,Urban
42929,Yes,Self-employed,Rural
72776,Yes,Govt_job,Urban
21438,Yes,Private,Rural
51084,Yes,Private,Urban
13440,No,children,Urban
15533,No,Private,Urban
50903,Yes,Private,Urban
35276,No,children,Rural
44472,Yes,Self-employed,Urban
23587,No,Never_worked,Urban
66794,Yes,Govt_job,Rural
35854,No,Private,Urban
60907,Yes,Private,Rural
12449,Yes,Private,Rural
54371,Yes,Govt_job,Urban
8106,Yes,Private,Rural
2013,No,Private,Rural
61785,No,Private,Rural
2707,No,children,Rural
49120,Yes,Govt_job,Rural
30752,No,Self-employed,Urban
64972,Yes,Private,Rural
49537,No,Private,Rural
315,Yes,Private,Rural
62814,No,Private,Rural
7665,Yes,Private,Rural
28108,Yes,Private,Rural
50536,Yes,Govt_job,Urban
8655,Yes,Self-employed,Urban
760,No,children,Urban
47501,Yes,Private,Urban
16863,No,children,Rural
51342,Yes,Govt_job,Rural
35759,No,Private,Rural
17270,Yes,Private,Urban
53862,Yes,Govt_job,Rural
40951,No,children,Rural
56976,Yes,Private,Urban
37299,Yes,Private,Urban
33247,No,Private,Rural
32560,No,children,Rural
10973,Yes,Private,Urban
3816,Yes,Private,Rural
50215,No,Govt_job,Rural
10351,Yes,Private,Urban
69665,Yes,Private,Rural
14976,Yes,Private,Rural
28183,No,children,Urban
33085,No,Private,Rural
13386,Yes,Self-employed,Rural
15601,Yes,Private,Urban
22254,Yes,Private,Rural
15539,Yes,Private,Rural
58235,Yes,Private,Urban
21162,Yes,Self-employed,Rural
67880,No,children,Urban
42545,Yes,Private,Urban
48359,Yes,Private,Rural
54815,Yes,Private,Urban
6233,Yes,Self-employed,Rural
52225,No,Private,Urban
50463,Yes,Private,Urban
49084,No,Private,Urban
61889,Yes,Private,Urban
25525,Yes,Private,Urban
9730,Yes,Private,Urban
30622,Yes,Govt_job,Rural
26480,No,Private,Rural
65895,Yes,Private,Urban
4913,Yes,Private,Rural
20676,No,Private,Rural
52410,No,Private,Urban
57944,Yes,Govt_job,Rural
20290,No,children,Rural
10875,Yes,Private,Rural
2393,Yes,Private,Rural
66464,Yes,Private,Urban
40548,Yes,Private,Rural
19699,No,Private,Urban
205,Yes,Private,Rural
54805,No,Self-employed,Urban
53195,No,Private,Urban
9107,No,children,Rural
65196,Yes,Private,Rural
58833,No,Private,Rural
4309,Yes,Private,Rural
55462,No,children,Urban
51746,Yes,Govt_job,Rural
59335,Yes,Govt_job,Rural
65644,No,children,Urban
52790,No,Govt_job,Urban
42681,Yes,Govt_job,Rural
33697,Yes,Private,Rural
51963,Yes,Private,Urban
13375,Yes,Private,Urban
37526,Yes,Private,Rural
59454,Yes,Self-employed,Urban
23600,Yes,Private,Rural
61245,Yes,Self-employed,Rural
53489,No,children,Rural
42284,Yes,Self-employed,Rural
69089,Yes,Private,Rural
68970,No,Private,Urban
42938,No,children,Urban
11327,Yes,Self-employed,Urban
5464,Yes,Private,Rural
56995,Yes,Private,Urban
53646,No,Private,Rural
45139,Yes,Private,Rural
38354,Yes,Self-employed,Urban
15566,Yes,Private,Rural
4793,Yes,Self-employed,Urban
59223,Yes,Private,Urban
30927,No,Private,Rural
966,Yes,Self-employed,Rural
62923,No,Private,Urban
30627,Yes,Govt_job,Urban
17236,No,children,Urban
27566,Yes,Private,Rural
6368,Yes,Private,Urban
33876,No,children,Urban
52164,Yes,Private,Urban
32446,Yes,Private,Rural
56855,Yes,Private,Urban
43837,Yes,Private,Urban
5477,Yes,Self-employed,Urban
64974,No,children,Urban
33976,Yes,Private,Urban
31019,Yes,Private,Urban
4699,No,Govt_job,Rural
60276,Yes,Self-employed,Rural
24420,Yes,Private,Rural
28478,Yes,Private,Urban
63236,Yes,Private,Urban
6324,Yes,Private,Rural
62059,Yes,Private,Rural
28400,Yes,Self-employed,Urban
5841,No,Private,Urban
5681,Yes,Private,Rural
16587,No,Private,Urban
3477,No,Private,Rural
23890,Yes,Govt_job,Rural
3803,Yes,Private,Urban
34068,Yes,Govt_job,Urban
60145,Yes,Private,Urban
11702,No,Never_worked,Urban
50508,Yes,Self-employed,Rural
65473,No,Private,Urban
51257,No,Private,Rural
47810,No,children,Rural
38737,Yes,Self-employed,Urban
39060,Yes,Private,Urban
56804,No,Govt_job,Urban
45099,Yes,Self-employed,Urban
22221,Yes,Self-employed,Urban
57134,No,children,Urban
57609,No,children,Urban
6132,No,children,Urban
31600,No,Private,Rural
51497,Yes,Self-employed,Urban
48455,Yes,Private,Urban
13049,Yes,Private,Rural
9079,Yes,Self-employed,Urban
68568,Yes,Self-employed,Rural
72867,No,Private,Rural
53121,Yes,Private,Urban
33779,Yes,Govt_job,Urban
52367,Yes,Private,Urban
29314,Yes,Govt_job,Urban
18366,Yes,Self-employed,Rural
32522,No,Private,Urban
3980,No,Private,Rural
5350,Yes,Private,Rural
3428,Yes,Self-employed,Urban
62552,No,children,Rural
51085,No,Private,Urban
60586,Yes,Private,Rural
59988,Yes,Private,Urban
34122,No,Private,Urban
11392,Yes,Private,Rural
53632,No,Govt_job,Urban
32202,Yes,Private,Rural
52489,No,Private,Urban
13374,Yes,Private,Urban
66370,No,children,Rural
259,Yes,Private,Urban
12092,No,Private,Rural
38263,Yes,Private,Rural
1666,Yes,Govt_job,Urban
48922,Yes,Private,Rural
58061,Yes,Self-employed,Rural
50283,Yes,Private,Urban
26605,Yes,Private,Rural
10396,No,Private,Urban
14695,Yes,Self-employed,Rural
2579,Yes,Self-employed,Rural
71061,Yes,Govt_job,Urban
41250,Yes,Private,Rural
53923,No,Private,Urban
54139,No,Private,Rural
32430,No,children,Rural
14928,No,Private,Urban
32457,Yes,Private,Urban
59718,Yes,Private,Rural
4948,Yes,Self-employed,Rural
40870,Yes,Govt_job,Urban
2218,Yes,Private,Rural
57494,Yes,Self-employed,Urban
1534,Yes,Private,Rural
69329,Yes,Private,Rural
